area,description,electricity,elevator,facility,floor,fuel_gas,heating,house_code,house_type,lease,location,orientation,price,stall,tags,title,water,bedroom,living room,bathroom,district,Washing Machine,Air Conditioner,Wardrobe,Television,Refrigerator,Water Heater,Bed,Heating,Broadband,Natural Gas
42.0,,商电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",24,0,0,ZH1817913843741884416,1室1厅1卫,整租,香洲区-南屏-海印又一城,南,2500,租用车位,精装,整租·海印又一城 1室1厅 南,暂无数据,1.0,1,1,Xiangzhou District,1,1,1,1,1,1,1,0,0,1
110.0,,暂无数据,1,,33,1,0,ZH1742498657824931840,4室2厅2卫,整租,香洲区-南屏-碧桂园华发·香洲府,南,3600,暂无数据,"精装,双卫生间",整租·碧桂园华发·香洲府 4室2厅 南,暂无数据,4.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
73.0,,民电,1,,31,1,0,ZH1816711057968726016,2室2厅1卫,整租,香洲区-南屏-华发水岸一期,南,2900,暂无数据,,整租·华发水岸一期 2室2厅 南,民水,2.0,2,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
116.0,,暂无数据,1,,31,1,0,ZH1734436978276958208,3室2厅2卫,整租,香洲区-南屏-华发水岸二期,南,3600,暂无数据,"精装,双卫生间",整租·华发水岸二期 3室2厅 南,暂无数据,3.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
83.0,,民电,1,,22,1,0,ZH1812035327536136192,3室2厅1卫,整租,香洲区-南屏-锦绣四季花园,东南,2800,暂无数据,"精装,随时看房",整租·锦绣四季花园 3室2厅 东南,民水,3.0,2,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
180.0,【交通出行】有珠海大道穿珠海东西，南屏大桥公交站路线多，交通四通八达，出行便利.步行可到华发商都，距南屏大桥公交站500米，可乘15路，K11路，204路和602路，可到香洲，拱北，吉大，长隆【周边配套】有美球伯乐棋牌台球室、大众影城、泰拳馆，休闲设施丰富； 距离香洲区第二人民医院近，看病就诊方便快捷； 幼儿园、小初高多，孩子上学方便【小区介绍】：处珠海前山河南岸，共6栋两梯两户河景高层组成，环境干净整洁，现代风情楼体结合欧式简约园林营造出自然宽舒的空间感。小区外SHANGY完善，物业是格力物业，服务好，生活氛围浓厚，适合注重SHANGYE的客群。现代风情楼体结合欧式简约园林营造,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",27,1,0,ZH1680523513166823424,5室2厅4卫,整租,香洲区-南屏-星河蓝湾,南,9500,暂无数据,精装,整租·星河蓝湾 5室2厅 复式 南,民水,5.0,2,4,Xiangzhou District,1,1,1,1,1,1,1,0,0,1
84.0,,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",22,1,0,ZH1807737525922430976,3室2厅2卫,整租,香洲区-南屏-锦绣四季花园,南,3000,暂无数据,"精装,双卫生间",整租·锦绣四季花园 3室2厅 南,民水,3.0,2,2,Xiangzhou District,1,1,1,1,1,1,1,0,0,1
110.0,,暂无数据,0,,33,0,0,ZH1657314986285858816,4室2厅2卫,整租,香洲区-南屏-碧桂园华发·香洲府,南 北,4000,暂无数据,"精装,双卫生间,随时看房",整租·碧桂园华发·香洲府 4室2厅 南/北,暂无数据,4.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
40.0,,商电,1,,24,0,0,ZH2903588806916063232,1室0厅0卫,整租,香洲区-南屏-海印又一城,南,3000,租用车位,随时看房,整租·海印又一城 1室0厅 南,暂无数据,1.0,0,0,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
110.0,,暂无数据,0,,33,0,0,ZH1798541444365942784,4室2厅2卫,整租,香洲区-南屏-碧桂园华发·香洲府,南,3800,暂无数据,"精装,双卫生间,随时看房",整租·碧桂园华发·香洲府 4室2厅 南,暂无数据,4.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
150.0,,暂无数据,1,,21,0,0,ZH2863155214499201024,1室0厅0卫,整租,香洲区-南屏-海印又一城,东北,12000,暂无数据,非居住房屋,整租·海印又一城 1室0厅 东北,暂无数据,1.0,0,0,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
87.0,,暂无数据,1,,31,1,0,ZH1797121573128241152,3室2厅1卫,整租,香洲区-南屏-华发水岸二期,南,3000,暂无数据,精装,整租·华发水岸二期 3室2厅 南,暂无数据,3.0,2,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
42.0,,商电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床",24,0,0,ZH1813897972157513728,1室1厅1卫,整租,香洲区-南屏-海印又一城,南,2500,暂无数据,"精装,随时看房",整租·海印又一城 1室1厅 南,暂无数据,1.0,1,1,Xiangzhou District,1,1,1,1,1,1,1,0,0,0
41.0,,商电,1,,24,0,0,ZH1838434472249262080,1室1厅1卫,整租,香洲区-南屏-海印又一城,南,2600,暂无数据,新上,整租·海印又一城 1室1厅 复式 南,暂无数据,1.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
67.0,,民电,1,,18,1,0,ZH1810265434302185472,2室2厅1卫,整租,香洲区-南屏-华发水岸二期,南,2600,暂无数据,精装,整租·华发水岸二期 2室2厅 南,民水,2.0,2,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
107.0,,民电,1,,31,1,0,ZH1810525499739340800,3室2厅2卫,整租,香洲区-南屏-华发水岸二期,西南,3600,暂无数据,"精装,双卫生间,随时看房",整租·华发水岸二期 3室2厅 西南,民水,3.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
59.0,,商电,1,,21,0,0,ZH1788853555914866688,2室1厅1卫,整租,香洲区-南屏-海印又一城,东北,3200,暂无数据,"精装,随时看房,非居住房屋",整租·海印又一城 2室1厅 东北,商水,2.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
36.0,,民电,1,,27,1,0,ZH1835273075709444096,1室1厅1卫,整租,香洲区-南屏-锦绣四季花园,西北,1500,暂无数据,精装,整租·锦绣四季花园 1室1厅 西北,民水,1.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
123.0,,民电,1,,31,1,0,ZH1835240146589450240,3室2厅2卫,整租,香洲区-南屏-珠江南湾,东南,4200,暂无数据,"精装,双卫生间",整租·珠江南湾 3室2厅 东南,民水,3.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
123.0,,民电,1,,31,1,0,ZH1835226594147303424,3室2厅2卫,整租,香洲区-南屏-珠江南湾,南,4000,暂无数据,"精装,双卫生间,随时看房",整租·珠江南湾 3室2厅 南,民水,3.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
150.0,,暂无数据,1,,21,0,0,ZH1808355157277147136,1室2厅1卫,整租,香洲区-南屏-海印又一城,东南 南,4000,暂无数据,"随时看房,非居住房屋",整租·海印又一城 1室2厅 东南/南,暂无数据,1.0,2,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
20.0,,暂无数据,0,,8,1,0,ZH1834896416544129024,1室0厅1卫,整租,香洲区-南屏-南屏新村,南,800,暂无数据,精装,整租·南屏新村 1室0厅 南,暂无数据,1.0,0,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
75.0,,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,暖气,宽带,天然气",18,1,0,ZH1807749576556281856,2室2厅1卫,整租,香洲区-南屏-华发水岸一期,南,3000,免费使用,精装,整租·华发水岸一期 2室2厅 南,民水,2.0,2,1,Xiangzhou District,1,1,1,1,1,1,1,1,1,1
58.0,,商电,1,,21,0,0,ZH1834839300827512832,3室1厅1卫,整租,香洲区-南屏-海印又一城,北,3500,暂无数据,"精装,非居住房屋",整租·海印又一城 3室1厅 北,商水,3.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
58.0,,暂无数据,1,,21,0,0,ZH1834834067409862656,3室1厅1卫,整租,香洲区-南屏-海印又一城,南,3500,暂无数据,"精装,非居住房屋",整租·海印又一城 3室1厅 南,暂无数据,3.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
58.0,,暂无数据,1,,21,0,0,ZH1834832981852684288,3室1厅1卫,整租,香洲区-南屏-海印又一城,南,3500,暂无数据,"精装,非居住房屋",整租·海印又一城 3室1厅 南,暂无数据,3.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
83.0,,民电,1,,31,1,0,ZH1834465587514834944,2室2厅1卫,整租,香洲区-南屏-珠江南湾,西北,2600,暂无数据,精装,整租·珠江南湾 2室2厅 西北,民水,2.0,2,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
85.0,,民电,1,,32,1,0,ZH1784160679033307136,3室2厅1卫,整租,香洲区-南屏-华发水岸二期,南,2900,暂无数据,精装,整租·华发水岸二期 3室2厅 南,民水,3.0,2,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
90.0,,暂无数据,1,,11,1,0,ZH1782615863405314048,3室2厅2卫,整租,香洲区-南屏-华发水岸一期,南,3200,暂无数据,"精装,双卫生间",整租·华发水岸一期 3室2厅 南,暂无数据,3.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
58.0,,暂无数据,1,,21,0,0,ZH1806209113865060352,3室1厅1卫,整租,香洲区-南屏-海印又一城,西北,3500,暂无数据,"精装,随时看房,非居住房屋",整租·海印又一城 3室1厅 西北,暂无数据,3.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
35.0,,民电,1,,27,1,0,ZH1834088264118566912,1室1厅1卫,整租,香洲区-南屏-锦绣四季花园,西北,1700,暂无数据,精装,整租·锦绣四季花园 1室1厅 西北,民水,1.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
94.0,,暂无数据,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,宽带,天然气",33,1,0,ZH1834060472446353408,3室2厅2卫,整租,香洲区-南屏-碧桂园华发·香洲府,南 北,3000,暂无数据,"精装,双卫生间",整租·碧桂园华发·香洲府 3室2厅 南/北,暂无数据,3.0,2,2,Xiangzhou District,1,1,1,1,1,1,1,0,1,1
90.0,,民电,1,,18,1,0,ZH1779017517574914048,3室2厅1卫,整租,香洲区-南屏-华发水岸一期,南,3500,暂无数据,精装,整租·华发水岸一期 3室2厅 南,民水,3.0,2,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
115.0,,民电,1,,31,1,0,ZH1777231471229009920,3室2厅2卫,整租,香洲区-南屏-华发水岸二期,南 北,3500,暂无数据,"精装,双卫生间",整租·华发水岸二期 3室2厅 南/北,民水,3.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
91.0,,民电,0,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",11,0,0,ZH1800880544704102400,3室2厅2卫,整租,香洲区-南屏-南泰明湾花园,北,2800,暂无数据,双卫生间,整租·南泰明湾花园 3室2厅 北,暂无数据,3.0,2,2,Xiangzhou District,1,1,1,1,1,1,1,0,0,1
76.0,,暂无数据,0,,1,0,0,ZH1769654205225631744,1室1厅1卫,整租,香洲区-南屏-翡翠山庄,北,4500,暂无数据,非居住房屋,整租·翡翠山庄 1室1厅 北,暂无数据,1.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
48.0,,民电,1,"洗衣机,空调,衣柜,冰箱,热水器,床,暖气,宽带,天然气",27,1,0,ZH1831932960593412096,2室2厅1卫,整租,香洲区-南屏-锦绣四季花园,北,1900,暂无数据,"精装,随时看房",整租·锦绣四季花园 2室2厅 北,民水,2.0,2,1,Xiangzhou District,1,1,1,0,1,1,1,1,1,1
82.0,,民电,1,,21,1,0,ZH1831568858855505920,3室2厅1卫,整租,香洲区-南屏-锦绣四季花园,东南,2600,暂无数据,精装,整租·锦绣四季花园 3室2厅 东南,民水,3.0,2,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
86.0,,暂无数据,1,,23,1,0,ZH1820432399083765760,3室2厅1卫,整租,香洲区-南屏-锦绣四季花园,南,3000,暂无数据,精装,整租·锦绣四季花园 3室2厅 南,暂无数据,3.0,2,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
56.0,,民电,1,,7,0,0,ZH1816809667444080640,2室1厅1卫,整租,香洲区-南屏-南苑山庄,东北,2000,暂无数据,,整租·南苑山庄 2室1厅 东北,民水,2.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
85.0,"【交通出行】华发水岸乘坐45路，201路,202路,204路，206路,207路,601路，601B,602路,602A路,603路,605路,608路,609路公交车到珠海大桥东站下车。【周边配套】公园：洪湾渔港码头公园 生活：健身房，太平洋咖啡，华发商都 医疗：香洲区第二人民医院，妇幼保健院，第三人民医院。【小区介绍】小区开发商是华发集团，物业是华发物业，24时安保，人车分离，楼间距大，园林绿华好，有两个人工湖。",民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床",31,1,0,ZH1816494235185053696,3室2厅1卫,整租,香洲区-南屏-华发水岸二期,南,2400,租用车位,"精装,随时看房",整租·华发水岸二期 3室2厅 南,民水,3.0,2,1,Xiangzhou District,1,1,1,1,1,1,1,0,0,0
41.0,,商电,1,,24,0,0,ZH1814156786941296640,1室1厅1卫,整租,香洲区-南屏-海印又一城,东南,2500,暂无数据,"精装,随时看房",整租·海印又一城 1室1厅 东南,暂无数据,1.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
85.0,"【交通出行】华发水岸乘坐B1路、B2路、B3路、B4路、25路、45路，88路、201路,202路,204路,207路,601路,603路,605路,公交车到珠海大桥东站下车【周边配套】小区自带3.5万㎡休闲消费综合体，有华润万家便利店店，电影院，太平洋咖啡，钱大妈，面馆、美容SPA、嘉宝华大药房、古春堂凉茶、健身房、游泳馆、贝壳酒店、菜鸟驿站等等。满足衣食住行各种需求【小区介绍】项目位于珠海大桥东侧，远眺连绵的挂定山，西临西江河畔，北面为市政的待开放用地。项目地理位置优越，处于珠海东西城区交汇的咽喉要道，南湾高尚生活圈交通便利",民电,1,"洗衣机,空调,衣柜,电视,热水器,床,天然气",31,1,0,ZH1813404275594756096,2室2厅1卫,整租,香洲区-南屏-华发水岸二期,南,3000,暂无数据,"精装,随时看房",整租·华发水岸二期 2室2厅 南,民水,2.0,2,1,Xiangzhou District,1,1,1,1,0,1,1,0,0,1
48.0,,民电,1,,27,1,0,ZH1823698091702747136,2室1厅1卫,整租,香洲区-南屏-锦绣四季花园,东南,2200,暂无数据,精装,整租·锦绣四季花园 2室1厅 东南,民水,2.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
42.0,,商电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床",24,0,0,ZH1809221243233107968,1室1厅1卫,整租,香洲区-南屏-海印又一城,南,2500,暂无数据,"精装,随时看房",整租·海印又一城 1室1厅 南,暂无数据,1.0,1,1,Xiangzhou District,1,1,1,1,1,1,1,0,0,0
90.0,"【交通出行】交通出行： 华发水岸乘坐45路，201路,202路,204路，206路,207路,601路，601B,602路,602A路,603路,605路,608路,609路公交车到珠海大桥东站下车【周边配套】公园：洪湾渔港码头公园 生活：光圈健身房，太平洋咖啡，电影院，华发商都 公交站：珠海大桥东公交站25 34 45 201 204等多路公交可到达 医疗：香洲区第二人民医院，妇幼保健院，第三人民医院【小区介绍】小区开发商是华发集团，物业也是华发物业，品质比较可靠，小区是园林式设计，居住舒适。而且小区是保安巡逻管理，外来人员必须登记才可以进入。",暂无数据,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",18,1,0,ZH1764908012184535040,3室2厅2卫,整租,香洲区-南屏-华发水岸一期,南,3000,暂无数据,"精装,双卫生间",整租·华发水岸一期 3室2厅 南,暂无数据,3.0,2,2,Xiangzhou District,1,1,1,1,1,1,1,0,0,1
48.0,,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,宽带",27,1,0,ZH1838442754749759488,2室1厅1卫,整租,香洲区-南屏-锦绣四季花园,南,2100,暂无数据,"新上,精装,随时看房",整租·锦绣四季花园 2室1厅 南,民水,2.0,1,1,Xiangzhou District,1,1,1,1,1,1,1,0,1,0
84.0,,民电,1,,31,1,0,ZH1837098940164472832,2室2厅1卫,整租,香洲区-南屏-珠江南湾,南,3000,暂无数据,精装,整租·珠江南湾 2室2厅 南,民水,2.0,2,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
86.0,,民电,1,,31,1,0,ZH1838142408479473664,3室2厅1卫,整租,香洲区-南屏-华发水岸二期,东南,3100,暂无数据,"新上,精装,随时看房",整租·华发水岸二期 3室2厅 东南,民水,3.0,2,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
106.0,,民电,0,,7,0,0,ZH1830624265473359872,3室2厅2卫,整租,香洲区-南屏-翡翠山庄,南,2300,暂无数据,"双卫生间,随时看房",整租·翡翠山庄 3室2厅 南,民水,3.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
91.0,,暂无数据,0,空调,17,1,0,ZH1837105286842679296,3室2厅1卫,整租,香洲区-南屏-山水阅琴湾,东南,2500,暂无数据,"精装,随时看房",整租·山水阅琴湾 3室2厅 东南,暂无数据,3.0,2,1,Xiangzhou District,0,1,0,0,0,0,0,0,0,0
143.0,,暂无数据,1,,17,1,0,ZH1823939481409945600,4室2厅2卫,整租,香洲区-南屏-碧桂园华发·香洲府,南 北,3500,暂无数据,"精装,双卫生间,随时看房",整租·碧桂园华发·香洲府 4室2厅 南/北,暂无数据,4.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
70.0,,民电,0,,7,0,0,ZH1802979258851655680,2室1厅1卫,整租,香洲区-南屏-翡翠山庄,南,1950,暂无数据,精装,整租·翡翠山庄 2室1厅 南,民水,2.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
35.0,,民电,1,,27,1,0,ZH1837088056578932736,1室1厅1卫,整租,香洲区-南屏-锦绣四季花园,西,1600,暂无数据,精装,整租·锦绣四季花园 1室1厅 西,民水,1.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
110.0,,暂无数据,1,,33,1,0,ZH1817446127461466112,4室2厅2卫,整租,香洲区-南屏-碧桂园华发·香洲府,南,3000,暂无数据,"精装,双卫生间",整租·碧桂园华发·香洲府 4室2厅 南,暂无数据,4.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
68.0,,民电,0,,7,0,0,ZH1837079942311968768,2室2厅1卫,整租,香洲区-南屏-珠江中星广场,东,2000,暂无数据,"精装,随时看房",整租·珠江中星广场 2室2厅 东,民水,2.0,2,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
35.0,,民电,0,"洗衣机,空调,衣柜,冰箱,热水器,床,天然气",6,0,0,ZH1838495462152208384,1室1厅1卫,整租,香洲区-南屏-南泰明湾花园,南,1800,暂无数据,"新上,精装",整租·南泰明湾花园 1室1厅 南,民水,1.0,1,1,Xiangzhou District,1,1,1,0,1,1,1,0,0,1
35.0,,民电,1,,27,1,0,ZH1837765476009115648,1室1厅1卫,整租,香洲区-南屏-锦绣四季花园,西北,1600,暂无数据,"新上,精装",整租·锦绣四季花园 1室1厅 西北,民水,1.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
150.0,,暂无数据,1,,21,0,0,ZH1808355842945187840,1室2厅1卫,整租,香洲区-南屏-海印又一城,东南,4000,暂无数据,"随时看房,非居住房屋",整租·海印又一城 1室2厅 东南,暂无数据,1.0,2,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
48.0,,民电,1,"空调,衣柜,电视,冰箱,热水器,床,宽带",27,1,0,ZH1821500707866411008,1室1厅1卫,整租,香洲区-南屏-锦绣四季花园,东北,2000,暂无数据,"精装,随时看房",整租·锦绣四季花园 1室1厅 东北,民水,1.0,1,1,Xiangzhou District,0,1,1,1,1,1,1,0,1,0
40.0,,商电,1,,21,0,0,ZH1821043579351465984,1室0厅1卫,整租,香洲区-南屏-海印又一城,南,2800,暂无数据,"精装,非居住房屋",整租·海印又一城 1室0厅 南,商水,1.0,0,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
41.0,,商电,1,,24,0,0,ZH1807059507558219776,1室1厅1卫,整租,香洲区-南屏-海印又一城,东南,2600,暂无数据,"精装,随时看房",整租·海印又一城 1室1厅 东南,暂无数据,1.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
132.0,,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,天然气",31,1,0,ZH1818876372513193984,4室2厅3卫,整租,香洲区-南屏-华发水岸二期,东南,5500,暂无数据,精装,整租·华发水岸二期 4室2厅 复式 东南,民水,4.0,2,3,Xiangzhou District,1,1,1,1,1,1,1,0,0,1
118.0,,民电,0,,9,1,0,ZH1803351937270153216,3室2厅2卫,整租,香洲区-南屏-蓝溪枫景,东南,3500,暂无数据,"精装,双卫生间,随时看房",整租·蓝溪枫景 3室2厅 东南,民水,3.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
140.0,,暂无数据,1,,31,1,0,ZH1795743640195170304,4室2厅2卫,整租,香洲区-南屏-华发水岸二期,南,1600,暂无数据,"双卫生间,随时看房",整租·华发水岸二期 4室2厅 南,暂无数据,4.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
115.0,,民电,1,,17,1,0,ZH1787755316331413504,3室2厅2卫,整租,香洲区-南屏-锦绣四季花园,北,3800,暂无数据,"精装,双卫生间",整租·锦绣四季花园 3室2厅 北,民水,3.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
88.0,,民电,1,,18,1,0,ZH1702265327582183424,3室2厅2卫,整租,香洲区-南屏-华发水岸一期,南,3200,暂无数据,"精装,双卫生间",整租·华发水岸一期 3室2厅 南,民水,3.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
85.0,,民电,1,,31,1,0,ZH1772913477799641088,3室2厅1卫,整租,香洲区-南屏-华发水岸二期,南,2800,暂无数据,"精装,随时看房",整租·华发水岸二期 3室2厅 南,民水,3.0,2,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
38.0,,商电,1,"洗衣机,空调,衣柜,冰箱,热水器,床",21,0,0,ZH1683836760158633984,1室0厅1卫,整租,香洲区-南屏-再生时代大厦,南,2500,租用车位,"精装,随时看房,非居住房屋",整租·再生时代大厦 1室0厅 南,商水,1.0,0,1,Xiangzhou District,1,1,1,0,1,1,1,0,0,0
89.0,,民电,1,,32,1,0,ZH1678356414893916160,3室2厅2卫,整租,香洲区-南屏-华发水岸二期,南,3200,暂无数据,"精装,双卫生间",整租·华发水岸二期 3室2厅 南,民水,3.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
74.0,,暂无数据,1,,18,1,0,ZH1679087380885143552,2室2厅1卫,整租,香洲区-南屏-华发水岸一期,南,3000,暂无数据,精装,整租·华发水岸一期 2室2厅 南,暂无数据,2.0,2,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
87.0,,民电,1,,31,1,0,ZH1822858078161207296,3室2厅2卫,整租,香洲区-南屏-华发水岸二期,东南,2800,暂无数据,"精装,双卫生间,随时看房",整租·华发水岸二期 3室2厅 东南,民水,3.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
80.0,,民电,0,,7,0,0,ZH1827967693077086208,2室1厅1卫,整租,香洲区-南屏-翡翠山庄,南,2000,暂无数据,随时看房,整租·翡翠山庄 2室1厅 南,民水,2.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
30.0,,民电,0,,7,0,0,ZH1822642151079542784,1室0厅1卫,整租,香洲区-南屏-珠江中星广场,东南,1200,暂无数据,随时看房,整租·珠江中星广场 1室0厅 东南,民水,1.0,0,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
195.0,,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床",17,1,0,ZH1805988853274640384,5室2厅3卫,整租,香洲区-南湾-华发新城六期,南,13500,免费使用,"精装,随时看房",整租·华发新城六期 5室2厅 南,民水,5.0,2,3,Xiangzhou District,1,1,1,1,1,1,1,0,0,0
130.0,【交通出行】小区附近有公交站点，最近的是华发新城公交车站，有多部公交车，可以通往珠海各地，城轨站，拱北关口，机场等等，交通出行便利。【周边配套】小区附近有澳门回归公园，北山社区公园等，还有华润万家超市，华发商都C馆，购买日常生活所需。【小区介绍】小区内设水系景观，儿童游乐区，露天游泳池，健身设施，绿植等。小区是24h的封闭式安保，人车分流，更加安全,民电,1,"洗衣机,空调,衣柜,电视,冰箱,热水器,床",31,1,0,ZH1770046430707187712,3室2厅2卫,整租,香洲区-南湾-华策南湾国际,东南,5600,暂无数据,"精装,双卫生间",整租·华策南湾国际 3室2厅 东南,民水,3.0,2,2,Xiangzhou District,1,1,1,1,1,1,1,0,0,0
141.0,,民电,1,,26,1,0,ZH1769585337555746816,3室2厅2卫,整租,香洲区-南湾-华发新城四期,南,4500,暂无数据,"精装,双卫生间",整租·华发新城四期 3室2厅 南,民水,3.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
112.0,,民电,1,,31,1,0,ZH1825893626400473088,2室2厅2卫,整租,香洲区-南湾-华发世纪城三期,北,4500,暂无数据,"精装,双卫生间,随时看房",整租·华发世纪城三期 2室2厅 北,民水,2.0,2,2,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
68.0,,民电,1,,58,1,0,ZH1805873634846179328,1室1厅1卫,整租,香洲区-南湾-天朗海峰,西南,3200,暂无数据,精装,整租·天朗海峰 1室1厅 西南,民水,1.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
35.0,,暂无数据,0,,28,0,0,ZH1834099297713389568,1室1厅1卫,整租,香洲区-南湾-绿景玺悦湾南区,南,2500,暂无数据,"精装,非居住房屋",整租·绿景玺悦湾南区 1室1厅 南,暂无数据,1.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
192.0,,民电,1,,30,1,0,ZH1800446849551695872,4室2厅3卫,整租,香洲区-南湾-华发新城五期,东南,6900,暂无数据,"精装,随时看房",整租·华发新城五期 4室2厅 东南,民水,4.0,2,3,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
52.0,,民电,1,,31,1,0,ZH1830577692232122368,1室1厅1卫,整租,香洲区-南湾-华发世纪城三期,南,3000,暂无数据,精装,整租·华发世纪城三期 1室1厅 南,民水,1.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
70.0,,暂无数据,0,,28,0,0,ZH1832383293526376448,2室1厅1卫,整租,香洲区-南湾-绿景玺悦湾南区,西南,3800,暂无数据,"精装,非居住房屋",整租·绿景玺悦湾南区 2室1厅 西南,暂无数据,2.0,1,1,Xiangzhou District,0,0,0,0,0,0,0,0,0,0
79.0,【交通出行】距离小区273米到达华发新城公交站，有多部公交车辆，有驶通往珠海各地，城轨站，拱北关口，机场等等，交通出行便利。（数据来源高德地图）【周边配套】小区东面545米有澳门回归公园，西面655米是北山社区公园，楼下还有华润万家，步行1公里到达华发商都C馆，购买日常生活所需，583米的距离到达新北山市场，楼下还有咖啡厅，银行，水果店，花店等等（数据来源高德德地图【小区介绍】小区的物业是天朗海峰物业，2栋独栋大楼，总楼层58层，每栋有5部电梯，24H封闭式的安保，人车分流，安全隐患少，居住更加安全,民电,1,空调,58,1,0,ZH1812421058452520960,2室1厅1卫,整租,香洲区-南湾-天朗海峰,北,3800,暂无数据,"精装,随时看房",整租·天朗海峰 2室1厅 北,民水,2.0,1,1,Xiangzhou District,0,1,0,0,0,0,0,0,0,0
